isbn,title,publisher,publication_date,series_name,book_format,language,print_length,isbn_10,isbn_13,item_weight,length,width,height,rating,number_of_reviews,availability,price,best_sellers_rank,customer_reviews,reading_age,edition,author,asin,description,product_url,scrape_status,error_message
9.78149E+12,Inkredibles Invisible Ink: Diggers and Dumpers,,,,Paperback,English,,1488914753,9.78149E+12,1.69,9.84,6.3,0.79,,,,11.58,,,,,,,,https://www.amazon.com/Inkredibles-Invisible-Ink-Diggers-Dumpers/dp/1488914753,success,
9.78038E+12,Mary Clare Likes to Share: A Math Reader (Step into Reading),Random House Books for Young Readers,24/10/2006,Step into Reading,Library Binding,English,32,375834214,9.78038E+12,3,9.06,6.06,0.14,4.8,32,Temporarily out of stock.  Order now and we'll deliver when available.       Order now and we'll deliver when available. We'll e-mail you with an estimated delivery date as soon as we have more information. Your account will only be charged when we ship the item.     Details,14.44,1153565,4.8,5,Illustrated,"Joy N. Hulme, Lizzy Rockwell",,"This Step 2 Math Reader features friendship, sharing, and lots of treats!  Mary Clare loves to share. If there's food around, she fairly divides it up and shares it with her friends and family, no matter how many kids there are! This rhythmic, rhyming reader clearly demonstrates the concept of fractions in a bouncy and sweet--and savory--way! Recommended by the George Lucas Educational Foundation and edutopia.org.Step 2 readers use basic vocabulary and short sentences to tell simple stories. They are perfect for children who recognize familiar words and can sound out new words with help.  Read more",https://www.amazon.com/Mary-Clare-Likes-Share-Reading/dp/0375834214,success,
9.7814E+12,Dianetics: The Modern Science of Mental Health,"Bridge Publications, Inc.",1/11/2007,,Audiobook,English,678,140314446X,9.7814E+12,43.2,9.22,6.36,1.68,4.2,1916,In Stock,0.99,18222,4.2,18,Standard Edition,L. Ron Hubbard,,"The #1 New York Times bestseller. Over 20 million copies sold.The all-time classic on the human mind.For 75 years, Dianetics: The Modern Science of Mental Health has remained a bestseller, with over 20 million copies sold across 206 nations. Why?Because it challenges everything you thought you knew—about yourself, your decisions and the unseen influences affecting your life.You may not know what the reactive mind is—yet. But once you do, it will change your life forever.This hidden part of your mind stores painful experiences and uses them against you, altering your thoughts, emotions and behaviors in ways you don't even realize.Inside this handbook, you'll discover:Why the same struggles keep repeating—and how you can break freeThe real reason behind stress, unreasonable fears and negative emotionsA clear step-by-step method to clear your mind and unlock your true potentialThis is not theory—it's a practical, one-on-one journey into your reactive mind and how you can get rid of it. You don't have to wait for change—you can start today.GET THIS HANDBOOK.START SEEING THE DIFFERENCE TODAY.  Read more",https://www.amazon.com/Dianetics-Modern-Science-Mental-English/dp/140314446X,success,
9.78145E+12,Disney Minnie Mouse - My First Library Board Book Block 12-Book Set - Great for Teaching First Words - PI Kids,"Phoenix International Publications,",12/8/2016,My First Library,Board book,English,120,145084409X,9.78145E+12,30.4,8.75,6.75,3,4.8,2090,In Stock,15.99,23478,4.8,1.5,,Editors of Phoenix International Publications,,"Come along with Minnie Mouse and her pals to explore concepts including seasons, movement, food, and, Minnie’s personal favorite, fashion! These 12 sturdy board books with ""just-my-size pages"" are perfect for little hands, leading the way to a lifelong love of reading. Books are housed in a convenient carry case with a handle, for fun and fashion on the go!This Book Block library is special because:Sharing books with your little one strengthens your bondTurning just-my-size pages leads to a lifelong love of readingIncludes wonderful classic characters like Minnie Mouse, Mickey Mouse, and their friends  Read more",https://www.amazon.com/Disney-Minnie-Mouse-Board-Library/dp/145084409X,success,
9.78149E+12,Inkredibles Cars Magic Ink Pictures (Inkredibles),Hinkler Books,,,Paperback,English,,1488930538,9.78149E+12,27.84,8.35,6.3,0.91,,,,,,,,,,,,https://www.amazon.com/Inkredibles-Cars-Magic-Ink-Pictures/dp/1488930538,success,
9.78174E+12,Tell the Time (Slide and Learn Flash Cards),Hinkler Books,,,Cards,English,,1741811406,9.78174E+12,16.16,6.89,4.65,1.65,5,4,,,,5,,,,,,https://www.amazon.com/Tell-Slide-Learn-Flash-Cards/dp/1741811406,success,
9.7818E+12,"CoComelon Advent Calendar (With Songbooks, Stories, Colouring, and Learning)",Autumn,30/9/2022,,Paperback,English,,1803686340,9.7818E+12,38.4,21.26,13.98,0.55,4.6,264,Usually ships within 9 to 10 days,31.96,3884615,4.6,4.5,,Igloo Books,,"Join all your favourite CoComelon friends in this fantastically festive Advent Calendar! JJ, Yoyo, TomTom, and the CoComelon gang are gearing up for the holiday season! Join them for 24 days of festive-fun in this advent calendar that is filled with things to do, including:- Songs- Stories- Colouring- Learning- and much more!Discover a new book every day in the lead up to Christmas with this exciting CoComelon advent calendar!   Read more",https://www.amazon.com/Cocomelon-Advent-Calendar/dp/1803686340,success,
9.78141E+12,Bulstrode,Egmont Books,1/6/2008,Thomas Story Library,Paperback,English,34,140523461X,9.78141E+12,1.44,,,,5,5,Only 1 left in stock - order soon.,4.93,,5,,,Robin Davies,,Each book in this series features one of Thomas the Tank Engine's very good friends.  Read more,https://www.amazon.com/Bulstrode/dp/140523461X,success,
9.78159E+12,"Dinosaurs Shaped Board Book 4-Pack Apatosaurus, Stegosaurus, Triceratops & Tyrannosaurus Rex",The Clever Factory,,,Hardcover,English,10,1592770908,9.78159E+12,15.2,,,,4,2,,11.97,10681455,4,,,The Clever Factory,B00A1TWZDU,Discover your favorite dinosaurs as they come roaring from the ancient past into your hands!  Read more,https://www.amazon.com/Dinosaurs-Apatosaurus-Stegosaurus-Triceratops-Tyrannosaurus/dp/B00A1TWZDU,success,
9.78276E+12,Disney/Pixar Cars 2 My Busy Book,Phidal Publishing Inc.,1/4/2011,,Hardcover,English,10,2764318715,9.78276E+12,21.6,,,,4.3,71,,77.26,2643309,4.3,2,,Phidal Publishing Inc.,,"An engaging storybook and toy in one activity kit! My Busy Books offer full-page illustrations, a story, figurines, and a playmat that bring the characters to life and ignite your child's imagination. 3 years and up.© Disney/PixarFeatures:Sturdy board bookColorful imagesLively storyPlastic figurinesDurable playmatFigurines and playmat stored in the bookPortable10 pages of fun!Since 1979, Phidal Publishing has introduced children to the joys of reading by creating colorful, safe, and fun products. Our goal is to both educate and entertain children by engaging their imaginations. Our books feature familiar faces and original characters in innovative formats developed to meet the needs of parents and children. We at Phidal are honored that families and educators around the world continue to rely on our collection of carefully crafted books, which spark young imaginations and introduce children to the joys of reading and learning.  Read more",https://www.amazon.com/Disney-Pixar-Cars-Busy-Book/dp/2764318715,success,
9.78149E+12,Inkredibles Finding Dory Water Wonder,Hinkler Books,,,Paperback,English,,1488900353,9.78149E+12,4.9,10,5.87,0.75,,,,,,,,,,,,https://www.amazon.com/Inkredibles-Finding-Dory-Water-Wonder/dp/1488900353,success,
,"The Adventures of Captain Underpants: Captain Underpants, Book 1",,,,Kindle,,,,,,,,,4.6,8415,,5.58,,4.6,,,"Dav Pilkey, Len Forgione, Dazjon Freeman, Ben D'Amico, Scholastic Audio",,"The first book in Dav Pilkey's megabest-selling Captain Underpants series, now available in SoundORama! Fourth graders George Beard and Harold Hutchins are a couple of class clowns. The only thing they enjoy more than playing practical jokes is creating their own comic books. And together they’ve created the greatest superhero in the history of their elementary school: Captain Underpants! His true identity is SO secret, even HE doesn’t know who he is! The Captain Underpants series is perfect for listeners of all ages. Like the other outrageously funny books by acclaimed author and Caldecott Honor illustrator Dav Pilkey, this adventure is sure to be hours of fun!  Read more",https://www.amazon.com/Adventures-Captain-Underpants-Book/dp/B07BH5LQCR,fail,
9.78038E+12,Panda Kisses (Step into Reading),Random House Books for Young Readers,9/12/2008,Step into Reading,Library Binding,English,32,375845623,9.78038E+12,2.61,9,6,0.11,4.7,232,In Stock,18.65,265638,4.7,5,Illustrated,"Alyssa Satin Capucilli, Kay Widdowson",,"This Step 1 Step into Reading title is about a Baby Panda who is on a mission to find the perfect type of kiss! Baby Panda's parents offer  “A soft kiss? A sweet kiss? A sticky bamboo treat kiss” but after everything, his perfect kiss might've been in front of him the whole time... From one of the most recognizable names in the easy-to-read field, this sweet Step 1 features big type and easy words for children who know the alphabet and are eager to begin reading. A rhyming text with a bouncy rhythm and adorable illustrations paired with picture clues help children decode the story.  Read more",https://www.amazon.com/Panda-Kisses-Step-into-Reading/dp/0375845623,success,
9.78006E+12,Demon Dentist,HarperCollins,1/3/2016,,Kindle,English,330,,9.78006E+12,,,,,4.5,13284,,7.99,,4.5,9,Reprint,"David Walliams, Tony Ross",B00ZP5WLZ2,"This New York Times bestseller from David Walliams, the UK’s #1 bestselling children’s author and “the heir to Roald Dahl” (The Spectator), launched his books stateside in a big way!Walliams makes going to the dentist a wacky adventure with his signature humor—this is one dentist appointment you don’t want to miss.Something strange is happening in Alfie's town. Instead of shiny coins from the Tooth Fairy, kids are waking up to dead slugs, live spiders, and other dreadfully icky things under their pillows.Who would do something so horrific? Alfie is sure that Miss Root, the creepy new dentist in town, is behind it all. There's nothing Alfie hates more than going to the dentist, but to solve this mystery, he may have to book a dreaded appointment….  Read more",https://www.amazon.com/Demon-Dentist-David-Walliams-ebook/dp/B00ZP5WLZ2,success,
9.78145E+12,26 Storey Treehouse,MacMillan Childrens Books,1/1/2015,,Audiobook,English,352,9.78145E+12,9.78145E+12,8.9,7.72,5.12,0.87,4.5,2677,Only 9 left in stock - order soon.,0.99,906542,4.5,10,,Andy Griffiths,1447279808,"The 26-Storey Treehouse is the second book in Andy Griffith''s and Terry Denton''s wacky treehouse adventures, where the laugh-out-loud story is told through a combination of text and fantastic comic book-style illustrations – perfect for fans of Dog Man and Bunny vs. Monkey.''The kind of book I would have loved as a kid'' – Tom Fletcher, author of The ChristmasaurusAndy and Terry have expanded their treehouse! There are now thirteen brand-new storeys, including a dodgem-car rink, a skate ramp, a mud-fighting arena, an antigravity chamber, an ice-cream parlour with seventy-eight flavours run by an ice-cream-serving robot called Edward Scooperhands, and the Maze of Doom – a maze so complicated that nobody who has gone in has ever come out again . . . Well, not yet anyway.This time, the two friends have a whole week to finish their next book, and Andy even knows what it should be about: the story of how he and Terry first met. But life is NEVER boring in the treehouse, and emergency shark operations, giant storms, and wooden pirate heads are just the beginning . . .Well, what are you waiting for? Come on up!Climb more fun-filled levels by collecting all thirteen books in the seven million-copy-selling series – the perfect chapter books for reluctant readers.  Read more",https://www.amazon.com/26-Storey-Treehouse-Books/dp/1447279808,success,
9.78141E+12,Disney Book & CD Slipcase: Princess,Parragon Books,1/1/2010,,Hardcover,English,,1407596039,9.78141E+12,,,,,,,Only 1 left in stock - order soon.,14.88,,,,,,,,https://www.amazon.com/Disney-Book-CD-Slipcase-Princess/dp/1407596039,success,
9.78174E+12,Reading Readiness,None Stated,1/1/1970,,Paperback,English,64,9.78174E+12,9.78174E+12,8.4,10.83,8.46,0.2,,,,,,,,,,1741859174,,https://www.amazon.com/Reading-Readiness-M-Ed-Chazan/dp/1741859174,success,
,,,,,,,,,,,,,,4.8,,,,,,,,,,,https://www.amazon.com/Super-Interesting-Facts-for-Kids-1-book-series/dp/B0FTR7N44B,fail,
9.78141E+12,Farmyard Tales Woolly Stops the Train (First Reading Level Two) (2.2 First Reading Level Two (Mauve)),Usborne Publishing Ltd,1/4/2016,Farmyard Tales,Hardcover,English,32,1409598225,9.78141E+12,5.6,7.99,5.51,0.39,4.6,132,In stock,6.46,7416457,4.6,4,,Heather Amery,,"Naughty Woolly has led the other sheep onto the train tracks! Now Poppy, Sam and Mrs Boot have to work together to get them all home safely. This amusing Usborne First Reading story from the much-loved Farmyard Tales series has charming illustrations by Stephen Cartwright and puzzles to solve at the end of the book.  Read more",https://www.amazon.com/Farmyard-Tales-Woolly-Stops-Reading/dp/1409598225,success,
